,0
7220,16811
7221,2840
7222,3983
7223,4388
7224,11297
7225,2055
7226,12573
7227,18713
7228,7304
7229,17118
7230,2334
7231,5189
7232,6252
7233,11692
7234,14447
7235,1711
7236,6678
7237,5686
7238,13124
7239,4447
7240,9932
7241,4823
7242,12874
7243,11074
7244,6480
7245,311
7246,18287
7247,7526
7248,12277
7249,7538
7250,1169
7251,6442
7252,1700
7253,11169
7254,3532
7255,20101
7256,15222
7257,15562
7258,2360
7259,15244
7260,6101
7261,8048
7262,3881
7263,7843
7264,12971
7265,10252
7266,12000
7267,18711
7268,12680
7269,14645
7270,15412
7271,11791
7272,7841
7273,6593
7274,2816
7275,8227
7276,5424
7277,5101
7278,18996
7279,9822
7280,15893
7281,1359
7282,3171
7283,20562
7284,18141
7285,8887
7286,9483
7287,3677
7288,10945
7289,14368
7290,15034
7291,8534
7292,5414
7293,15293
7294,15636
7295,11248
7296,17382
7297,9520
7298,9389
7299,14134
7300,4326
7301,17973
7302,19616
7303,5866
7304,15400
7305,15515
7306,19113
7307,9554
7308,17470
7309,9181
7310,11111
7311,14823
7312,9935
7313,15439
7314,16311
7315,6548
7316,8691
7317,3053
7318,4827
7319,3309
7320,15375
7321,639
7322,6132
7323,3600
7324,3140
7325,9657
7326,17899
7327,10860
7328,18727
7329,5980
7330,4483
7331,8445
7332,13028
7333,20440
7334,701
7335,15312
7336,2802
7337,20389
7338,18598
7339,8797
7340,7713
7341,304
7342,14390
7343,17871
7344,17167
7345,2850
7346,14247
7347,4458
7348,13213
7349,10950
7350,20322
7351,3569
7352,15599
7353,5383
7354,7879
7355,5912
7356,3731
7357,436
7358,9140
7359,14171
7360,19745
7361,9767
7362,2929
7363,9104
7364,889
7365,2560
7366,16691
7367,19568
7368,14919
7369,16590
7370,3108
7371,15230
7372,3337
7373,10135
7374,10474
7375,16762
7376,60
7377,16056
7378,560
7379,14502
7380,15708
7381,6582
7382,9210
7383,10193
7384,18122
7385,1586
7386,14497
7387,20629
7388,15916
7389,9495
7390,10487
7391,9875
7392,2276
7393,12014
7394,5148
7395,5064
7396,17141
7397,8481
7398,13775
7399,19395
7400,15516
7401,8883
7402,17386
7403,863
7404,11547
7405,11884
7406,4850
7407,14638
7408,13154
7409,176
7410,13349
7411,15727
7412,4913
7413,9189
7414,14784
7415,7837
7416,4276
7417,14308
7418,12431
7419,1456
7420,10896
7421,878
7422,14465
7423,12635
7424,14585
7425,14287
7426,15485
7427,16690
7428,6492
7429,17628
7430,13133
7431,5532
7432,19478
7433,14616
7434,12027
7435,6774
7436,15110
7437,20369
7438,18632
7439,10708
7440,9984
7441,3166
7442,6564
7443,15773
7444,12053
7445,4493
7446,9108
7447,12834
7448,20265
7449,6123
7450,4662
7451,2163
7452,20588
7453,4150
7454,19097
7455,4211
7456,16952
7457,11892
7458,11698
7459,6885
7460,4405
7461,18464
7462,13948
7463,6802
7464,5170
7465,19800
7466,6648
7467,1786
7468,483
7469,7063
7470,1741
7471,20175
7472,5465
7473,18775
7474,9444
7475,3988
7476,2904
7477,7420
7478,13686
7479,9150
7480,10067
7481,12828
7482,10183
7483,10165
7484,2404
7485,16435
7486,18118
7487,14156
7488,6274
7489,3878
7490,8211
7491,20339
7492,5223
7493,15994
7494,15132
7495,18970
7496,243
7497,17268
7498,2307
7499,6673
7500,13902
7501,14581
7502,20288
7503,18587
7504,3277
7505,849
7506,271
7507,4391
7508,4361
7509,1027
7510,12365
7511,3853
7512,16374
7513,19371
7514,7075
7515,13965
7516,4209
7517,6990
7518,4275
7519,7074
7520,10668
7521,4795
7522,18379
7523,17900
7524,1344
7525,20156
7526,12938
7527,16521
7528,4413
7529,12823
7530,2265
7531,16917
7532,8960
7533,12946
7534,16902
7535,8308
7536,12535
7537,9073
7538,17869
7539,20396
7540,8506
7541,18648
7542,17757
7543,1125
7544,5825
7545,4507
7546,7747
7547,456
7548,14461
7549,14834
7550,7754
7551,736
7552,5290
7553,17077
7554,3940
7555,6642
7556,8647
7557,15775
7558,15062
7559,8959
7560,15496
7561,6433
7562,719
7563,11951
7564,1235
7565,4099
7566,18919
7567,8419
7568,5854
7569,7237
7570,11779
7571,19809
7572,15577
7573,997
7574,385
7575,17359
7576,11378
7577,19391
7578,7321
7579,8173
7580,5603
7581,8642
7582,20086
7583,11027
7584,7795
7585,11227
7586,13175
7587,584
7588,6276
7589,11350
7590,1480
7591,1732
7592,2054
7593,12688
7594,12099
7595,13250
7596,1393
7597,17890
7598,7398
7599,17905
7600,17366
7601,10975
7602,1008
7603,15904
7604,1893
7605,15673
7606,10471
7607,5610
7608,18386
7609,2755
7610,6001
7611,822
7612,10206
7613,4751
7614,13568
7615,6917
7616,1447
7617,6541
7618,6024
7619,2555
7620,10466
7621,2795
7622,17402
7623,15514
7624,16086
7625,345
7626,13472
7627,1362
7628,8783
7629,18582
7630,6148
7631,5649
7632,13869
7633,8562
7634,4624
7635,12744
7636,451
7637,19504
7638,6140
7639,1774
7640,1369
7641,13900
7642,6641
7643,7859
7644,12885
7645,17513
7646,20514
7647,5682
7648,20193
7649,6556
7650,17411
7651,9338
7652,2498
7653,14611
7654,19057
7655,6356
7656,11956
7657,17893
7658,6974
7659,17345
7660,19431
7661,20253
7662,13152
7663,19751
7664,3161
7665,10770
7666,5769
7667,6477
7668,5021
7669,16480
7670,18330
7671,13220
7672,14445
7673,14768
7674,1841
7675,18087
7676,552
7677,1412
7678,2441
7679,15703
7680,10649
7681,19143
7682,13442
7683,3773
7684,13628
7685,6368
7686,12434
7687,8727
7688,16977
7689,4530
7690,7061
7691,542
7692,18416
7693,19296
7694,16616
7695,5971
7696,19954
7697,16071
7698,20479
7699,10302
7700,15208
7701,12617
7702,17418
7703,8406
7704,10503
7705,5343
7706,4954
7707,1547
7708,12972
7709,17157
7710,3571
7711,10049
7712,10104
7713,19171
7714,16583
7715,12232
7716,9635
7717,10817
7718,3479
7719,11404
7720,15931
7721,19706
7722,11937
7723,18241
7724,5712
7725,13898
7726,452
7727,9312
7728,9400
7729,9654
7730,11723
7731,17140
7732,4288
7733,16868
7734,4997
7735,13910
7736,16779
7737,6813
7738,5525
7739,18370
7740,19992
7741,19254
7742,18884
7743,7293
7744,1246
7745,14556
7746,6396
7747,9484
7748,6709
7749,135
7750,11165
7751,11444
7752,12093
7753,15550
7754,6958
7755,7717
7756,407
7757,969
7758,11671
7759,20359
7760,5092
7761,2934
7762,749
7763,2995
7764,20150
7765,6823
7766,13130
7767,7613
7768,303
7769,19789
7770,12694
7771,7052
7772,6404
7773,10358
7774,1425
7775,14905
7776,12402
7777,5852
7778,18049
7779,3172
7780,3058
7781,9314
7782,19844
7783,12201
7784,15976
7785,8595
7786,10664
7787,5805
7788,9203
7789,7299
7790,5118
7791,9291
7792,8369
7793,7403
7794,5363
7795,17636
7796,2302
7797,8183
7798,7817
7799,6242
7800,5025
7801,14138
7802,16156
7803,6580
7804,18720
7805,17560
7806,3467
7807,9565
7808,7804
7809,989
7810,11389
7811,6130
7812,3756
7813,12200
7814,16495
7815,6718
7816,12685
7817,7586
7818,2244
7819,2968
7820,833
7821,2242
7822,18604
7823,10230
7824,18942
7825,6395
7826,6237
7827,6413
7828,8694
7829,3488
7830,13441
7831,20006
7832,14466
7833,19650
7834,20263
7835,10157
7836,19556
7837,18733
7838,19468
7839,3830
7840,15168
7841,20
7842,4348
7843,8881
7844,16483
7845,20567
7846,6457
7847,11852
7848,3290
7849,20461
7850,2270
7851,18414
7852,20284
7853,2160
7854,14593
7855,977
7856,12131
7857,16798
7858,10739
7859,7204
7860,7009
7861,15124
7862,4631
7863,5003
7864,8123
7865,19270
7866,4235
7867,919
7868,3665
7869,6215
7870,14583
7871,15381
7872,6791
7873,14727
7874,9829
7875,16108
7876,15040
7877,18097
7878,484
7879,18082
7880,17687
7881,17917
7882,16259
7883,9673
7884,19902
7885,18457
7886,7412
7887,13088
7888,1531
7889,6097
7890,9916
7891,18523
7892,2913
7893,16414
7894,16260
7895,14753
7896,11123
7897,19438
7898,11964
7899,16706
7900,3562
7901,18228
7902,16657
7903,20076
7904,5098
7905,12056
7906,20459
7907,12798
7908,2680
7909,14235
7910,19118
7911,716
7912,519
7913,19312
7914,13086
7915,11046
7916,1175
7917,17454
7918,8857
7919,4034
7920,11345
7921,18695
7922,18580
7923,9103
7924,13651
7925,17949
7926,14124
7927,8660
7928,6486
7929,1064
7930,12484
7931,2048
7932,5763
7933,9595
7934,1433
7935,12410
7936,19792
7937,19252
7938,104
7939,15114
7940,13262
7941,6031
7942,2201
7943,16354
7944,11399
7945,19215
7946,3775
7947,12884
7948,12382
7949,868
7950,13225
7951,16591
7952,7508
7953,13241
7954,5931
7955,19602
7956,19241
7957,1733
7958,12252
7959,938
7960,5520
7961,18928
7962,14269
7963,14725
7964,10606
7965,5558
7966,13415
7967,10229
7968,10319
7969,17232
7970,2748
7971,17772
7972,15632
7973,9797
7974,10198
7975,16511
7976,1184
7977,10865
7978,9137
7979,18856
7980,16623
7981,19929
7982,6843
7983,7498
7984,7445
7985,1564
7986,5190
7987,3522
7988,12141
7989,6316
7990,19665
7991,14761
7992,4574
7993,13146
7994,12115
7995,10281
7996,8251
7997,14416
7998,18387
7999,648
8000,15849
8001,12653
8002,15521
8003,5672
8004,18334
8005,5125
8006,5664
8007,10038
8008,11540
8009,15641
8010,17274
8011,19091
8012,17387
8013,10683
8014,15796
8015,12312
8016,14093
8017,13037
8018,3705
8019,6210
8020,11910
8021,19858
8022,16034
8023,3093
8024,7125
8025,9407
8026,10088
8027,15625
8028,330
8029,19680
8030,9142
8031,19212
8032,15861
8033,19409
8034,19233
8035,9464
8036,14282
8037,12872
8038,252
8039,2831
8040,19006
8041,20473
8042,7756
8043,15664
8044,3633
8045,2845
8046,7714
8047,2769
8048,14698
8049,1120
8050,2375
8051,819
8052,15500
8053,6319
8054,8105
8055,7993
8056,10460
8057,3980
8058,2938
8059,6812
8060,8344
8061,2638
8062,19262
8063,11861
8064,2777
8065,10327
8066,7884
8067,7209
8068,8396
8069,16399
8070,20557
8071,20599
8072,17494
8073,11709
8074,6016
8075,8844
8076,11509
8077,4102
8078,13063
8079,18925
8080,2750
8081,4393
8082,210
8083,2070
8084,7858
8085,13050
8086,10808
8087,297
8088,5306
8089,20510
8090,15133
8091,14603
8092,1043
8093,11402
8094,18918
8095,20535
8096,2117
8097,10449
8098,15940
8099,1747
8100,12559
8101,12732
8102,3133
8103,19937
8104,19909
8105,19946
8106,8565
8107,20281
8108,12066
8109,1583
8110,1082
8111,13058
8112,2257
8113,6876
8114,12192
8115,15494
8116,6623
8117,1826
8118,8550
8119,9927
8120,5594
8121,2971
8122,1177
8123,5174
8124,20088
8125,6627
8126,8701
8127,7285
8128,3206
8129,5048
8130,6476
8131,8968
8132,6986
8133,16991
8134,4552
8135,15468
8136,32
8137,1355
8138,11228
8139,19986
8140,7684
8141,3871
8142,16507
8143,4232
8144,11715
8145,2776
8146,12690
8147,4258
8148,5762
8149,11720
8150,11231
8151,11610
8152,19175
8153,9603
8154,3523
8155,20021
8156,20229
8157,3296
8158,16735
8159,19543
8160,6912
8161,11329
8162,7311
8163,14432
8164,216
8165,8463
8166,4225
8167,6977
8168,4054
8169,17525
8170,5823
8171,18679
8172,5209
8173,19836
8174,9701
8175,5616
8176,6780
8177,8707
8178,5999
8179,11997
8180,10316
8181,3392
8182,6096
8183,1004
8184,6930
8185,10629
8186,1514
8187,17710
8188,7219
8189,11499
8190,6923
8191,9712
8192,5474
8193,9487
8194,5422
8195,2792
8196,11732
8197,3691
8198,9256
8199,14471
8200,13723
8201,4416
8202,19334
8203,10390
8204,18532
8205,10925
8206,12915
8207,9749
8208,13296
8209,16966
8210,4234
8211,18232
8212,7121
8213,16446
8214,9762
8215,19487
8216,13998
8217,8433
8218,15383
8219,15223
8220,9681
8221,13421
8222,8984
8223,631
8224,19972
8225,18671
8226,19547
8227,1087
8228,665
8229,13179
8230,2371
8231,11556
8232,1907
8233,14528
8234,3005
8235,11729
8236,8249
8237,7095
8238,19767
8239,420
8240,10425
8241,20313
8242,19958
8243,9717
8244,6788
8245,5344
8246,16158
8247,13292
8248,4898
8249,12228
8250,14204
8251,682
8252,4290
8253,10631
8254,8839
8255,1057
8256,8357
8257,6703
8258,14877
8259,17284
8260,14023
8261,15428
8262,11529
8263,13620
8264,18482
8265,16955
8266,14597
8267,4685
8268,17105
8269,15918
8270,1459
8271,18535
8272,3860
8273,10653
8274,1090
8275,6451
8276,8416
8277,17143
8278,12127
8279,843
8280,6611
8281,4107
8282,14809
8283,14362
8284,14054
8285,7232
8286,6241
8287,19280
8288,15734
8289,15794
8290,20226
8291,16147
8292,11871
8293,1611
8294,17931
8295,17204
8296,19420
8297,19753
8298,325
8299,5654
8300,16098
8301,5381
8302,9502
8303,7947
8304,17080
8305,1242
8306,2032
8307,6421
8308,19799
8309,1658
8310,17845
8311,13484
8312,18984
8313,12686
8314,2137
8315,16172
8316,8039
8317,866
8318,9326
8319,4464
8320,15103
8321,18385
8322,13820
8323,13042
8324,9016
8325,11320
8326,5265
8327,4859
8328,12928
8329,2566
8330,16913
8331,18618
8332,7200
8333,18484
8334,3579
8335,9738
8336,3363
8337,15823
8338,14851
8339,12746
8340,401
8341,1511
8342,15890
8343,882
8344,12818
8345,12961
8346,9409
8347,2960
8348,10567
8349,9415
8350,8890
8351,11193
8352,16161
8353,11164
8354,129
8355,6469
8356,14358
8357,581
8358,14570
8359,7631
8360,11381
8361,17346
8362,19272
8363,8517
8364,14742
8365,16486
8366,20141
8367,11489
8368,17779
8369,7456
8370,20470
8371,14184
8372,16850
8373,5235
8374,16860
8375,12672
8376,12839
8377,18101
8378,13515
8379,593
8380,8424
8381,2181
8382,16123
8383,16637
8384,505
8385,6410
8386,10650
8387,7313
8388,15058
8389,2374
8390,3858
8391,16385
8392,10810
8393,15576
8394,12753
8395,11018
8396,5259
8397,15948
8398,6520
8399,11082
8400,15128
8401,2455
8402,12372
8403,7368
8404,14147
8405,19219
8406,16057
8407,4928
8408,10321
8409,14636
8410,0
8411,15862
8412,853
8413,6044
8414,18924
8415,7396
8416,13414
8417,14848
8418,12689
8419,19089
8420,11461
8421,12567
8422,9115
8423,14710
8424,17512
8425,3929
8426,4946
8427,14826
8428,13428
8429,1548
8430,6575
8431,20584
8432,4375
8433,12648
8434,14764
8435,18655
8436,6650
8437,20015
8438,19228
8439,16352
8440,13485
8441,13488
8442,19332
8443,1074
8444,15320
8445,19469
8446,10079
8447,36
8448,4226
8449,2076
8450,6707
8451,9011
8452,1405
8453,16731
8454,19750
8455,12725
8456,13800
8457,4255
8458,15442
8459,14531
8460,44
8461,4176
8462,15721
8463,13709
8464,19111
8465,7320
8466,1964
8467,2675
8468,11135
8469,4090
8470,17563
8471,5551
8472,10076
8473,10514
8474,16338
8475,5978
8476,13912
8477,18435
8478,20185
8479,1024
8480,14293
8481,18493
8482,7041
8483,7685
8484,15094
8485,7484
8486,7107
8487,14766
8488,18920
8489,7874
8490,9289
8491,15554
8492,14467
8493,6784
8494,19090
8495,18043
8496,8730
8497,8705
8498,15802
8499,16765
8500,2947
8501,3354
8502,6798
8503,6592
8504,6278
8505,2378
8506,10142
8507,6688
8508,11171
8509,8422
8510,5283
8511,12058
8512,3650
8513,8297
8514,19948
8515,8958
8516,10861
8517,2782
8518,20065
8519,7382
8520,979
8521,18944
8522,19716
8523,11073
8524,11805
8525,422
8526,13258
8527,9008
8528,8313
8529,13263
8530,372
8531,6197
8532,12278
8533,20135
8534,17699
8535,6886
8536,19609
8537,13535
8538,7522
8539,11435
8540,18504
8541,10398
8542,3931
8543,12821
8544,19476
8545,77
8546,16593
8547,19324
8548,8329
8549,884
8550,10529
8551,14015
8552,13112
8553,2324
8554,8483
8555,16460
8556,10543
8557,7378
8558,3339
8559,14504
8560,17101
8561,20092
8562,7610
8563,8224
8564,16720
8565,15581
8566,14831
8567,19287
8568,16032
8569,20516
8570,9117
8571,3981
8572,5443
8573,14987
8574,17531
8575,8523
8576,9162
8577,5881
8578,17870
8579,2222
8580,15983
8581,3101
8582,8866
8583,15982
8584,158
8585,17393
8586,6842
8587,14936
8588,7864
8589,5402
8590,11163
8591,5234
8592,1615
8593,7786
8594,7334
8595,4887
8596,19559
8597,17023
8598,10647
8599,12178
8600,15985
8601,9821
8602,7003
8603,11033
8604,1771
8605,7225
8606,2522
8607,7766
8608,10313
8609,245
8610,16021
8611,5168
8612,11375
8613,17927
8614,1172
8615,15170
8616,9826
8617,236
8618,14640
8619,15522
8620,15733
8621,18032
8622,3789
8623,10464
8624,10364
8625,14863
8626,14719
8627,12604
8628,14839
8629,18022
8630,9583
8631,4535
8632,8751
8633,1929
8634,14288
8635,2618
8636,2573
8637,9261
8638,13251
8639,7654
8640,17422
8641,5066
8642,19325
8643,13525
8644,17536
8645,11514
8646,16796
8647,14503
8648,667
8649,1822
8650,15820
8651,20301
8652,15002
8653,16935
8654,11912
8655,18663
8656,13149
8657,16795
8658,2350
8659,13632
8660,1927
8661,806
8662,1602
8663,16392
8664,18753
8665,1591
8666,3801
8667,16901
8668,4926
8669,16951
8670,5569
8671,15050
8672,15148
8673,10092
8674,15284
8675,11290
8676,19373
8677,503
8678,8943
8679,18255
8680,17679
8681,14728
8682,6929
8683,17787
8684,6684
8685,2135
8686,16624
8687,14475
8688,14373
8689,12720
8690,16046
8691,1648
8692,11087
8693,15161
8694,3778
8695,17036
8696,3346
8697,6689
8698,7512
8699,11573
8700,7628
8701,11361
8702,15048
8703,7058
8704,4698
8705,206
8706,20527
8707,550
8708,10455
8709,17976
8710,14106
8711,27
8712,18595
8713,19123
8714,5575
8715,265
8716,2229
8717,6735
8718,2909
8719,14537
8720,6747
8721,14058
8722,4397
8723,14060
8724,15141
8725,17092
8726,663
8727,677
8728,18229
8729,14898
8730,16818
8731,10394
8732,8525
8733,8529
8734,3627
8735,17160
8736,12037
8737,8633
8738,4965
8739,13408
8740,9604
8741,15097
8742,12417
8743,12015
8744,13725
8745,15896
8746,5037
8747,16730
8748,12046
8749,14024
8750,15563
8751,5581
8752,2767
8753,7851
8754,17984
8755,6270
8756,9871
8757,13964
8758,19058
8759,15894
8760,11626
8761,3635
8762,5185
8763,11693
8764,4778
8765,15136
8766,12464
8767,6726
8768,2218
8769,9655
8770,20426
8771,7808
8772,4633
8773,11900
8774,13780
8775,507
8776,11961
8777,392
8778,17992
8779,1439
8780,11619
8781,9473
8782,12992
8783,12632
8784,17461
8785,3355
8786,8542
8787,7023
8788,2000
8789,7523
8790,18309
8791,17007
8792,12419
8793,4966
8794,8629
8795,8434
8796,5300
8797,11302
8798,16712
8799,16493
8800,9874
8801,17257
8802,856
8803,12761
8804,15719
8805,20217
8806,2237
8807,16574
8808,11021
8809,926
8810,11950
8811,9740
8812,14686
8813,16343
8814,3089
8815,12447
8816,18480
8817,6975
8818,9853
8819,2230
8820,8627
8821,3880
8822,7254
8823,11780
8824,1415
8825,12858
8826,19864
8827,1144
8828,2235
8829,18980
8830,6460
8831,196
8832,7356
8833,6922
8834,16938
8835,17730
8836,3707
8837,18657
8838,17912
8839,2385
8840,1852
8841,7384
8842,4696
8843,1443
8844,2575
8845,402
8846,8592
8847,12309
8848,19531
8849,3819
8850,10402
8851,4811
8852,20542
8853,6414
8854,9381
8855,13648
8856,7559
8857,14861
8858,3227
8859,7123
8860,17228
8861,20480
8862,16391
8863,8603
8864,19234
8865,14197
8866,10324
8867,8696
8868,15350
8869,18138
8870,16471
8871,10007
8872,7711
8873,8479
8874,2359
8875,17219
8876,9708
8877,13824
8878,7968
8879,3556
8880,4952
8881,17227
8882,7421
8883,11538
8884,9731
8885,2874
8886,14955
8887,5719
8888,9945
8889,17928
8890,123
8891,10807
8892,4343
8893,19551
8894,9864
8895,14216
8896,15045
8897,16605
8898,20044
8899,3776
8900,11050
8901,7162
8902,18413
8903,15304
8904,181
8905,16410
8906,17266
8907,16384
8908,5433
8909,18178
8910,20416
8911,894
8912,18033
8913,368
8914,3974
8915,630
8916,17627
8917,18459
8918,16874
8919,10540
8920,1102
8921,3407
8922,16794
8923,2987
8924,539
8925,7044
8926,17517
8927,786
8928,6840
8929,1519
8930,17155
8931,2502
8932,3258
8933,19315
8934,19629
8935,19646
8936,15181
8937,3028
8938,7782
8939,5780
8940,9081
8941,20340
8942,4182
8943,13758
8944,3916
8945,9355
8946,12532
8947,9396
8948,5042
8949,9163
8950,16734
8951,10846
8952,9359
8953,2426
8954,13819
8955,780
8956,2308
8957,776
8958,11568
8959,19777
8960,11304
8961,19539
8962,18750
8963,18810
8964,9172
8965,11991
8966,4665
8967,6166
8968,15300
8969,6238
8970,16875
8971,3039
8972,16537
8973,9339
8974,19705
8975,10993
8976,14775
8977,16755
8978,775
8979,18402
8980,11681
8981,2818
8982,5032
8983,19573
8984,4838
8985,20038
8986,16810
8987,20429
8988,8741
8989,9304
8990,13206
8991,17901
8992,4152
8993,16358
8994,14917
8995,14262
8996,19422
8997,5275
8998,7366
8999,15035
9000,11393
9001,1608
9002,13634
9003,5490
9004,17248
9005,3228
9006,8860
9007,6742
9008,4904
9009,11358
9010,823
9011,5757
9012,17063
9013,19309
9014,14079
9015,14703
9016,7471
9017,5494
9018,1496
9019,11372
9020,3349
9021,1055
9022,5404
9023,18957
9024,15081
9025,9229
9026,14232
9027,9698
9028,15486
9029,9638
9030,11470
9031,10746
9032,6753
9033,12922
9034,16207
9035,13728
9036,1131
9037,6352
9038,9265
9039,20545
9040,2317
9041,18019
9042,12469
9043,15660
9044,20520
9045,535
9046,19788
9047,17296
9048,19022
9049,11592
9050,20205
9051,15824
9052,3035
9053,5920
9054,19970
9055,19579
9056,6256
9057,4584
9058,12227
9059,9092
9060,18054
9061,2983
9062,20022
9063,18906
9064,11218
9065,17385
9066,1808
9067,10340
9068,10814
9069,18295
9070,18969
9071,9791
9072,19672
9073,14121
9074,20423
9075,10348
9076,20245
9077,1363
9078,2578
9079,12095
9080,13995
9081,2666
9082,12857
9083,2418
9084,20418
9085,10345
9086,15548
9087,2948
9088,14092
9089,3185
9090,17727
9091,15783
9092,7098
9093,15037
9094,9903
9095,10065
9096,11515
9097,348
9098,11401
9099,16677
9100,10715
9101,2303
9102,13077
9103,3876
9104,8393
9105,9102
9106,10532
9107,4716
9108,1713
9109,3020
9110,5004
9111,17565
9112,529
9113,1312
9114,7171
9115,14688
9116,4910
9117,8990
9118,11028
9119,13671
9120,841
9121,20582
9122,12727
9123,1065
9124,11763
9125,18667
9126,19231
9127,17453
9128,16747
9129,6099
9130,7534
9131,7076
9132,18825
9133,15546
9134,12831
9135,15463
9136,19401
9137,18426
9138,6378
9139,14832
9140,170
9141,4639
9142,14518
9143,19701
9144,12993
9145,3890
9146,9580
9147,2311
9148,1285
9149,1020
9150,11975
9151,3618
9152,13046
9153,17957
9154,20634
9155,6190
9156,4143
9157,15165
9158,18685
9159,597
9160,2660
9161,9567
9162,9584
9163,18270
9164,6528
9165,911
9166,12788
9167,14908
9168,8663
9169,15972
9170,18080
9171,13523
9172,9036
9173,15871
9174,4254
9175,8577
9176,15227
9177,19620
9178,5288
9179,9527
9180,17443
9181,1936
9182,18010
9183,17666
9184,15726
9185,13351
9186,9297
9187,14089
9188,9124
9189,19713
9190,4756
9191,9480
9192,5792
9193,19264
9194,19671
9195,2786
9196,15742
9197,11158
9198,19099
9199,3805
9200,1137
9201,18526
9202,13909
9203,8248
9204,6346
9205,19529
9206,4318
9207,6633
9208,8668
9209,8581
9210,7757
9211,10268
9212,18463
9213,9628
9214,8547
9215,9100
9216,18754
9217,5221
9218,13184
9219,18260
9220,9321
9221,14272
9222,1712
9223,10164
9224,14196
9225,4790
9226,12608
9227,8504
9228,15139
9229,17084
9230,16932
9231,15856
9232,2184
9233,8950
9234,15850
9235,5348
9236,13903
9237,14921
9238,18658
9239,12621
9240,15357
9241,7959
9242,12667
9243,13194
9244,6092
9245,17260
9246,3957
9247,12781
9248,17843
9249,233
9250,9481
9251,2657
9252,2425
9253,5776
9254,1337
9255,3547
9256,678
9257,13030
9258,11854
9259,10660
9260,19876
9261,15189
9262,2419
9263,538
9264,19576
9265,10524
9266,12861
9267,8794
9268,91
9269,1847
9270,3990
9271,19895
9272,3647
9273,5698
9274,14309
9275,7080
9276,7083
9277,16618
9278,1799
9279,16390
9280,19994
9281,5982
9282,9404
9283,2645
9284,9751
9285,1817
9286,15476
9287,734
9288,18015
9289,19755
9290,16126
9291,377
9292,3612
9293,14005
9294,14128
9295,15263
9296,15347
9297,12539
9298,12986
9299,15729
9300,8236
9301,15626
9302,9622
9303,12691
9304,5783
9305,3230
9306,15365
9307,3744
9308,565
9309,2165
9310,9120
9311,12868
9312,8799
9313,681
9314,17324
9315,8948
9316,20505
9317,10233
9318,35
9319,18649
9320,12982
9321,3924
9322,5849
9323,18053
9324,10525
9325,5864
9326,20368
9327,398
9328,18610
9329,1601
9330,7256
9331,19467
9332,15859
9333,1385
9334,5036
9335,5169
9336,18038
9337,11748
9338,811
9339,3244
9340,16678
9341,916
9342,5260
9343,12470
9344,8186
9345,9054
9346,6438
9347,20549
9348,5375
9349,7338
9350,9500
9351,14300
9352,8885
9353,9029
9354,5534
9355,19540
9356,8363
9357,18298
9358,6117
9359,16664
9360,7252
9361,18436
9362,7956
9363,18915
9364,633
9365,8339
9366,10733
9367,9519
9368,11334
9369,3348
9370,6638
9371,19627
9372,5716
9373,4471
9374,9322
9375,6392
9376,14410
9377,6063
9378,1118
9379,7227
9380,6644
9381,5157
9382,19914
9383,17675
9384,15995
9385,15598
9386,9863
9387,130
9388,20058
9389,13778
9390,1382
9391,1812
9392,16983
9393,1380
9394,17749
9395,14151
9396,19025
9397,14817
9398,16268
9399,2803
9400,4934
9401,20078
9402,1518
9403,8934
9404,16997
9405,7520
9406,3908
9407,11048
9408,9277
9409,6157
9410,8588
9411,10686
9412,8807
9413,18936
9414,3832
9415,10263
9416,16587
9417,7732
9418,8770
9419,20093
9420,14341
9421,11080
9422,13667
9423,10919
9424,2183
9425,3320
9426,19993
9427,17504
9428,20428
9429,5668
9430,9720
9431,5262
9432,8576
9433,8352
9434,4334
9435,10265
9436,14868
9437,5198
9438,14320
9439,9509
9440,18115
9441,16132
9442,8937
9443,5576
9444,11327
9445,4115
9446,17967
9447,4814
9448,353
9449,9666
9450,18046
9451,17172
9452,14821
9453,18559
9454,67
9455,17902
9456,19814
9457,6757
9458,16188
9459,15518
9460,20271
9461,4821
9462,18040
9463,1649
9464,20013
9465,4671
9466,5299
9467,17217
9468,6828
9469,13536
9470,9592
9471,6764
9472,3025
9473,14926
9474,1111
9475,14816
9476,9587
9477,15326
9478,9794
9479,6952
9480,11602
9481,2301
9482,16121
9483,9003
9484,10732
9485,17360
9486,3892
9487,4055
9488,9831
9489,5880
9490,17308
9491,3233
9492,8570
9493,17910
9494,19349
9495,15535
9496,3771
9497,13630
9498,15127
9499,17945
9500,14051
9501,2742
9502,19899
9503,12018
9504,1039
9505,16832
9506,16482
9507,556
9508,18834
9509,4524
9510,8020
9511,19230
9512,8833
9513,6176
9514,8057
9515,20196
9516,6085
9517,2050
9518,3211
9519,19840
9520,4018
9521,12748
9522,19541
9523,7133
9524,13193
9525,15591
9526,9168
9527,14939
9528,11844
9529,7565
9530,9143
9531,13599
9532,16061
9533,7186
9534,20450
9535,15068
9536,20614
9537,6639
9538,13378
9539,2528
9540,20482
9541,5320
9542,19546
9543,10246
9544,225
9545,12602
9546,19288
9547,3085
9548,9790
9549,9869
9550,8374
9551,8171
9552,12521
9553,9529
9554,1942
9555,6168
9556,15669
9557,15582
9558,7417
9559,1738
9560,7221
9561,4710
9562,2587
9563,9329
9564,2211
9565,9778
9566,2686
9567,2634
9568,7297
9569,4021
9570,5107
9571,12340
9572,2336
9573,14133
